,Fp1[1],Fp2[2],F3[3],F4[4],C3[5],C4[6],P3[7],P4[8],O1[9],O2[10],F7[11],F8[12],T3[13],T4[14],T5[15],T6[16],Fz[17],Pz[18],Cz[19],Pg1[20],Pg2[21],EOGR[22],EOOGL[23],EMG[24]
0,325.0,325.0,-325.0,325.0,-155.95238095238093,325.0,325.0,325.0,-282.1428571428571,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,71.34920634920634,-325.0,-325.0,4.365079365079365,5.952380952380952,-166.26984126984127
1,325.0,325.0,-325.0,325.0,-155.95238095238093,325.0,325.0,325.0,-282.1428571428571,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,71.34920634920634,-325.0,-325.0,4.365079365079365,5.952380952380952,-166.26984126984127
2,325.0,325.0,-325.0,325.0,168.96825396825395,325.0,325.0,325.0,42.77777777777778,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,67.53968253968253,-325.0,-325.0,-0.23809523809523808,-0.7142857142857142,-166.26984126984127
3,325.0,325.0,-325.0,325.0,168.96825396825395,325.0,325.0,325.0,42.77777777777778,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,67.53968253968253,-325.0,-325.0,-0.23809523809523808,-0.7142857142857142,-166.26984126984127
4,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,78.01587301587301,-325.0,-325.0,2.9365079365079363,8.65079365079365,-166.26984126984127
5,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,78.01587301587301,-325.0,-325.0,2.9365079365079363,8.65079365079365,-166.26984126984127
6,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,309.4444444444444,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,87.06349206349206,-325.0,-325.0,-0.5555555555555556,-0.5555555555555556,-166.26984126984127
7,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,309.4444444444444,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,87.06349206349206,-325.0,-325.0,-0.5555555555555556,-0.5555555555555556,-166.26984126984127
8,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,301.3492063492063,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,88.17460317460316,-325.0,-325.0,4.365079365079365,1.984126984126984,-166.26984126984127
9,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,301.3492063492063,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,88.17460317460316,-325.0,-325.0,4.365079365079365,1.984126984126984,-166.26984126984127
10,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,290.87301587301585,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,84.04761904761904,-325.0,-325.0,5.158730158730158,2.142857142857143,-321.8253968253968
11,325.0,325.0,-325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,290.87301587301585,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,84.04761904761904,-325.0,-325.0,5.158730158730158,2.142857142857143,-321.8253968253968
12,325.0,325.0,-325.0,325.0,325.0,325.0,323.25396825396825,325.0,325.0,325.0,283.0952380952381,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,78.01587301587301,-325.0,-325.0,4.2063492063492065,9.285714285714285,-321.8253968253968
13,325.0,325.0,-325.0,325.0,325.0,325.0,323.25396825396825,325.0,325.0,325.0,283.0952380952381,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,78.01587301587301,-325.0,-325.0,4.2063492063492065,9.285714285714285,-321.8253968253968
14,323.73015873015873,325.0,-325.0,325.0,325.0,325.0,319.1269841269841,325.0,325.0,325.0,279.44444444444446,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,81.19047619047619,-325.0,-325.0,4.2063492063492065,6.26984126984127,-321.8253968253968
15,323.73015873015873,325.0,-325.0,325.0,325.0,325.0,319.1269841269841,325.0,325.0,325.0,279.44444444444446,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,81.19047619047619,-325.0,-325.0,4.2063492063492065,6.26984126984127,-321.8253968253968
16,318.17460317460313,325.0,-325.0,325.0,325.0,325.0,311.031746031746,325.0,325.0,325.0,271.984126984127,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,84.36507936507937,-325.0,-325.0,-0.3968253968253968,3.095238095238095,-321.8253968253968
17,318.17460317460313,325.0,-325.0,325.0,325.0,325.0,311.031746031746,325.0,325.0,325.0,271.984126984127,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,84.36507936507937,-325.0,-325.0,-0.3968253968253968,3.095238095238095,-321.8253968253968
18,312.77777777777777,325.0,-325.0,325.0,325.0,325.0,305.6349206349206,325.0,325.0,325.0,267.22222222222223,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,83.09523809523809,-325.0,-325.0,-0.7142857142857142,-3.571428571428571,-321.8253968253968
19,312.77777777777777,325.0,-325.0,325.0,325.0,325.0,305.6349206349206,325.0,325.0,325.0,267.22222222222223,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,83.09523809523809,-325.0,-325.0,-0.7142857142857142,-3.571428571428571,-321.8253968253968
20,307.38095238095235,325.0,-325.0,325.0,325.0,325.0,300.55555555555554,325.0,325.0,325.0,262.6190476190476,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,85.0,-325.0,-325.0,-0.23809523809523808,2.142857142857143,-166.26984126984127
21,307.38095238095235,325.0,-325.0,325.0,325.0,325.0,300.55555555555554,325.0,325.0,325.0,262.6190476190476,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,85.0,-325.0,-325.0,-0.23809523809523808,2.142857142857143,-166.26984126984127
22,300.7142857142857,325.0,-325.0,325.0,325.0,325.0,294.04761904761904,325.0,325.0,325.0,257.06349206349205,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,83.88888888888889,-325.0,-325.0,-0.07936507936507936,-0.5555555555555556,-166.26984126984127
23,300.7142857142857,325.0,-325.0,325.0,325.0,325.0,294.04761904761904,325.0,325.0,325.0,257.06349206349205,325.0,-325.0,-325.0,-325.0,325.0,-325.0,325.0,83.88888888888889,-325.0,-325.0,-0.07936507936507936,-0.5555555555555556,-166.26984126984127
24,290.55555555555554,325.0,-293.4126984126984,325.0,325.0,325.0,284.36507936507934,325.0,325.0,325.0,248.49206349206347,325.0,-297.06349206349205,-325.0,-295.6349206349206,325.0,-325.0,325.0,-120.39682539682539,-325.0,-325.0,-0.07936507936507936,-1.0317460317460316,-166.26984126984127
25,290.55555555555554,325.0,-293.4126984126984,325.0,325.0,325.0,284.36507936507934,325.0,325.0,325.0,248.49206349206347,325.0,-297.06349206349205,-325.0,-295.6349206349206,325.0,-325.0,325.0,-120.39682539682539,-325.0,-325.0,-0.07936507936507936,-1.0317460317460316,-166.26984126984127
26,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
27,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
28,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
29,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
30,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
31,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
32,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
33,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
34,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
35,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
36,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
37,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
38,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
39,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-321.8253968253968
40,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
41,64.2063492063492,-325.0,33.57142857142857,-178.17460317460316,98.33333333333333,87.22222222222221,65.47619047619047,90.71428571428571,106.26984126984127,-325.0,-325.0,82.14285714285714,38.65079365079365,64.68253968253968,38.17460317460317,-314.68253968253964,50.39682539682539,90.71428571428571,-137.69841269841268,-85.15873015873015,-80.55555555555556,-5.952380952380952,-9.920634920634921,-166.26984126984127
